"Скважина","НГДУ","ЦДНГ","ГУ","ЗУ","Категория","Состояние","Причина простоя","Способ эксплуатации","№ отвода","Qж, м³/сут","Обв, %","Qн, т/сут"
UZN_7007,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,2.000000,10.0,95.0,0.0
UZN_7008,НГДУ-3,,,,Нагнетательная,В простое,Ограничение закачки из-за бурение,Отсутствует,2.000000,50.0,96.0,2.0
UZN_7009,НГДУ-3,ЦДНГ-5,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7010,НГДУ-3,ЦДНГ-5,ГУ-81,ЗУ-81а,Нефтяная,В ожидании ликвидации,,ШГН,3.000000,10.0,80.0,2.0
UZN_7011,НГДУ-3,ЦДНГ-5,ГУ-82,ЗУ-82б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,60.0,96.0,2.0
UZN_7012,НГДУ-3,ЦДНГ-5,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7013,НГДУ-3,,,,Нагнетательная,Ликвидированная,,Отсутствует,,,,
UZN_7014,НГДУ-3,ЦДНГ-5,ГУ-76,ЗУ-76г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,11.000000,25.0,80.0,4.0
UZN_7015,НГДУ-2,,,,Нагнетательная,Бездействие,Дефект эксплуатационной колонны,Отсутствует,,20.0,80.0,3.0
UZN_7016,НГДУ-2,ЦДНГ-12,ГУ-40,ЗУ-40б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,,,
UZN_7017,НГДУ-2,ЦДНГ-12,ГУ-40,ЗУ-40б,Нефтяная,В работе,,ШГН,12.000000,50.0,90.0,4.0
UZN_7018,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7019,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7020,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7021,НГДУ-3,ЦДНГ-13,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7022,НГДУ-3,ЦДНГ-13,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7023,НГДУ-2,ЦДНГ-9,ГУ-47,ЗУ-47б,Нефтяная,В работе,,ШГН,11.000000,30.0,50.0,13.0
UZN_7024,НГДУ-3,ЦДНГ-13,ГУ-74,,Нефтяная,Бездействие,Авария подземного оборудования,ШГН,14.000000,5.0,60.0,2.0
UZN_7025,НГДУ-2,ЦДНГ-12,ГУ-58,ЗУ-58б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,15.0,95.0,1.0
UZN_7026,НГДУ-3,ЦДНГ-13,ГУ-2,ЗУ-2б,Нефтяная,Ликвидированная,III г) Скважины подлежащие ликвидации в результате износа эскплуатационной колонны вследствие длительной эскплуатации скажин или эксплуатации в агрессивной коррозионной среде (при наличии заключения ГИС о непригодности эксплуатационной колонны к дальнейшей эксплуатации скважин).,ШГН,11.000000,5.0,40.0,3.0
UZN_7027,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18б,Нефтяная,В работе,,УЭЦН,2.000000,70.0,93.0,4.0
UZN_7028,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,5.0,50.0,2.0
UZN_7029,НГДУ-3,ЦДНГ-10,ГУ-11,ЗУ-11б-1,Нефтяная,Бездействие,Авария подземного оборудования,ШГН,10.000000,40.0,90.0,3.0
UZN_7030,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7031,НГДУ-3,,,,Нагнетательная,Ликвидированная,,Отсутствует,2.000000,25.0,92.0,2.0
UZN_7032,НГДУ-3,ЦДНГ-10,ГУ-92,ЗУ-92в,Контрольная,В простое,,Отсутствует,7.000000,55.0,99.0,0.0
UZN_7033,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,50.0,99.0,0.0
UZN_7034,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7035,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7036,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,20.0,95.0,1.0
UZN_7037,НГДУ-2,ЦДНГ-3,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7038,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7039,НГДУ-2,ЦДНГ-3,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7040,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7041,НГДУ-3,ЦДНГ-1,ГУ-60,ЗУ-60б,Нефтяная,Ликвидированная,,ШГН,13.000000,30.0,95.0,1.0
UZN_7042,НГДУ-3,ЦДНГ-1,ГУ-1,ЗУ-1а,Нефтяная,Ликвидированная,Геологические причины,Отсутствует,1.000000,30.0,90.0,3.0
UZN_7043,НГДУ-2,ЦДНГ-3,ГУ-45,ЗУ-45г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,10.0,85.0,1.0
UZN_7044,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7045,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7046,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7047,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7048,НГДУ-1,ЦДНГ-8,ГУ-93,ЗУ-93б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,40.0,98.0,1.0
UZN_7049,НГДУ-1,ЦДНГ-8,ГУ-93,ЗУ-93г,Контрольная,В простое,ОПРС,Отсутствует,8.000000,10.0,80.0,2.0
UZN_7050,НГДУ-3,,,,Нагнетательная,Ликвидированная,Геологические причины,Отсутствует,,,,
UZN_7051,НГДУ-1,ЦДНГ-8,ГУ-57,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,1.000000,10.0,92.0,1.0
UZN_7052,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,7.000000,5.0,75.0,1.0
UZN_7053,НГДУ-1,ЦДНГ-8,ГУ-93,ЗУ-93в,Контрольная,В работе,,Отсутствует,2.000000,40.0,97.0,1.0
UZN_7054,НГДУ-2,ЦДНГ-3,ГУ-45,ЗУ-45г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,14.000000,40.0,95.0,2.0
UZN_7055,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7056,НГДУ-2,ЦДНГ-3,,,Нефтяная,Ликвидированная,Геологические причины,Отсутствует,,,,
UZN_7057,НГДУ-2,ЦДНГ-3,ГУ-45,ЗУ-45г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,5.0,85.0,1.0
UZN_7058,НГДУ-3,ЦДНГ-1,,ЗУ-1е,Нефтяная,В работе,,ШГН,14.000000,25.0,45.0,12.0
UZN_7059,НГДУ-2,ЦДНГ-3,ГУ-45,ЗУ-45ж,Нефтяная,Ликвидированная,Технические причины,ШГН,5.000000,15.0,90.0,1.0
UZN_7060,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,35.0,80.0,6.0
UZN_7061,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,10.000000,,,
UZN_7062,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,В работе,,УЭЦН,10.000000,40.0,94.0,2.0
UZN_7063,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,30.0,96.0,1.0
UZN_7064,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7065,НГДУ-3,ЦДНГ-1,ГУ-3,ЗУ-3б-2,Нефтяная,Ликвидированная,Технические причины,ШГН,11.000000,20.0,95.0,1.0
UZN_7066,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,5.000000,60.0,98.0,1.0
UZN_7067,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18г,Нефтяная,В работе,,ШГН,2.000000,65.0,93.0,4.0
UZN_7068,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,9.000000,40.0,95.0,2.0
UZN_7069,НГДУ-2,ЦДНГ-3,,,Контрольная,В простое,Прочие,Отсутствует,,,,
UZN_7070,НГДУ-1,ЦДНГ-2,ГУ-87,ЗУ-87г,Нефтяная,В работе,,ШГН,2.000000,95.0,92.0,6.0
UZN_7071,НГДУ-3,ЦДНГ-13,ГУ-74,ЗУ-74в,Нефтяная,В работе,,ШГН,3.000000,50.0,98.0,1.0
UZN_7072,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,65.0,99.0,1.0
UZN_7073,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7074,НГДУ-2,,,,Нагнетательная,Бездействие,Нет забоя,Отсутствует,,,,
UZN_7075,НГДУ-1,ЦДНГ-2,ГУ-87,ЗУ-87а,Нефтяная,В работе,,УЭЦН,10.000000,70.0,95.0,3.0
UZN_7076,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7077,НГДУ-2,ЦДНГ-3,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7078,НГДУ-2,ЦДНГ-3,ГУ-43,ЗУ-43а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,1.000000,20.0,80.0,3.0
UZN_7079,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7080,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7081,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30д,Нефтяная,В работе,,ШГН,4.000000,40.0,90.0,3.0
UZN_7082,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30ж,Контрольная,В простое,,Отсутствует,3.000000,10.0,98.0,0.0
UZN_7083,НГДУ-4,ЦДНГ-4,ГУ-30,ЗУ-30б,Нефтяная,Ликвидированная,Геологические причины,Отсутствует,7.000000,70.0,98.0,1.0
UZN_7084,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,8.000000,15.0,80.0,3.0
UZN_7085,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7086,НГДУ-2,ЦДНГ-3,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7087,НГДУ-1,ЦДНГ-2,ГУ-88,ЗУ-88г,Нефтяная,Ликвидированная,Технические причины,Отсутствует,5.000000,35.0,93.0,2.0
UZN_7088,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18г,Нефтяная,В работе,,ШГН,13.000000,45.0,92.0,3.0
UZN_7089,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7090,НГДУ-1,,,,Нагнетательная,Бездействие,Нет забоя,Отсутствует,,,,
UZN_7091,НГДУ-1,ЦДНГ-8,ГУ-57,ЗУ-57а,Нефтяная,В работе,,ШГН,4.000000,65.0,95.0,3.0
UZN_7092,НГДУ-4,ЦДНГ-6,ГУ-23,ЗУ-23а,Нефтяная,В ожидании ликвидации,,ШГН,2.000000,35.0,90.0,3.0
UZN_7093,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7094,НГДУ-4,ЦДНГ-6,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7095,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7096,НГДУ-4,ЦДНГ-6,ГУ-20,ЗУ-20в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,1.000000,,,
UZN_7097,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,80.0,80.0,13.0
UZN_7098,НГДУ-2,ЦДНГ-3,ГУ-18,ЗУ-18б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,30.0,95.0,1.0
UZN_7099,НГДУ-2,,,,Нагнетательная,Ликвидированная,Прочие причины,Отсутствует,1.000000,25.0,90.0,2.0
UZN_7100,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7101,НГДУ-1,ЦДНГ-2,ГУ-88,ЗУ-88е,Нефтяная,В работе,,ШГН,4.000000,15.0,50.0,6.0
UZN_7102,НГДУ-1,ЦДНГ-11,ГУ-85,ЗУ-85е,Нефтяная,В работе,,ШГН,1.000000,45.0,80.0,8.0
UZN_7103,НГДУ-1,ЦДНГ-2,ГУ-88,ЗУ-88е,Нефтяная,В работе,,ШГН,11.000000,35.0,90.0,3.0
UZN_7104,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7105,НГДУ-3,ЦДНГ-5,,,Нефтяная,Ликвидированная,Прочие причины,Отсутствует,,,,
UZN_7106,НГДУ-1,ЦДНГ-11,ГУ-85,ЗУ-85в,Нефтяная,В работе,,УЭЦН,4.000000,30.0,80.0,5.0
UZN_7107,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,5.000000,50.0,93.0,3.0
UZN_7108,НГДУ-1,ЦДНГ-8,ГУ-93,ЗУ-93а,Нефтяная,В работе,,УЭЦН,2.000000,55.0,92.0,4.0
UZN_7109,НГДУ-3,ЦДНГ-1,ГУ-62,ЗУ-62а-1,Нефтяная,В работе,,ШГН,8.000000,45.0,92.0,3.0
UZN_7110,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7111,НГДУ-1,,,,Нагнетательная,Бездействие,Нет забоя,Отсутствует,,30.0,80.0,5.0
UZN_7112,НГДУ-2,ЦДНГ-9,ГУ-52,ЗУ-52,Нефтяная,Ликвидированная,Технические причины,Отсутствует,6.000000,50.0,40.0,25.0
UZN_7113,НГДУ-2,ЦДНГ-9,ГУ-52,ЗУ-52,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,50.0,90.0,4.0
UZN_7114,НГДУ-1,ЦДНГ-11,ГУ-83,ЗУ-83а1,Нефтяная,Ликвидированная,Технические причины,Отсутствует,5.000000,50.0,90.0,4.0
UZN_7115,НГДУ-1,ЦДНГ-11,ГУ-4,ЗУ-4а,Нефтяная,В простое,ПРС,ШГН,10.000000,25.0,70.0,6.0
UZN_7116,НГДУ-1,ЦДНГ-11,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,8.000000,45.0,80.0,8.0
UZN_7117,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,,55.0,95.0,2.0
UZN_7118,НГДУ-1,ЦДНГ-2,ГУ-89,ЗУ 89 б-2 КЗНО,Нефтяная,В работе,,ШГН,13.000000,25.0,60.0,8.0
UZN_7119,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,8.000000,,,
UZN_7120,НГДУ-1,ЦДНГ-2,ГУ-87,ЗУ-87д,Нефтяная,В работе,,ШГН,5.000000,20.0,85.0,3.0
UZN_7121,НГДУ-1,ЦДНГ-11,ГУ-85,ЗУ-85г,Нефтяная,В работе,,ШГН,13.000000,25.0,80.0,4.0
UZN_7122,НГДУ-1,ЦДНГ-11,ГУ-85,ЗУ-85г,Нефтяная,В работе,,ШГН,5.000000,70.0,95.0,3.0
UZN_7123,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,90.0,96.0,3.0
UZN_7124,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,Ликвидированная,Технические причины,Отсутствует,13.000000,70.0,90.0,6.0
UZN_7125,НГДУ-1,,,,Нагнетательная,В простое,Ограничение по причине обводненности,Отсутствует,9.000000,,,
UZN_7126,НГДУ-2,ЦДНГ-9,ГУ-6,ЗУ-6,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,20.0,90.0,2.0
UZN_7127,НГДУ-2,ЦДНГ-9,ГУ-6,ЗУ-6,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,50.0,98.0,1.0
UZN_7128,НГДУ-2,ЦДНГ-9,ГУ-6,ЗУ-6б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,10.0,90.0,1.0
UZN_7129,НГДУ-2,ЦДНГ-9,ГУ-6,ЗУ-6а,Контрольная,Наблюдательная,,ШГН,1.000000,45.0,96.0,2.0
UZN_7130,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7131,НГДУ-2,ЦДНГ-12,ГУ-40,ЗУ-40в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,30.0,99.0,0.0
UZN_7132,НГДУ-2,ЦДНГ-12,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7133,НГДУ-2,,,,Нагнетательная,Бездействие,Нет забоя,Отсутствует,,,,
UZN_7134,НГДУ-2,ЦДНГ-9,ГУ-49,ЗУ-49б,Нефтяная,В работе,,ШГН,14.000000,40.0,80.0,7.0
UZN_7135,НГДУ-1,,,,Нагнетательная,В простое,Ограничение закачки из-за бурение,Отсутствует,9.000000,,,
UZN_7136,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,,50.0,95.0,2.0
UZN_7137,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,14.000000,,,
UZN_7138,НГДУ-4,,,,Нагнетательная,В ожидании ликвидации,,Отсутствует,,,,
UZN_7139,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7140,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7141,НГДУ-3,ЦДНГ-1,,ЗУ-1е,Нефтяная,В работе,,УЭЦН,13.000000,35.0,92.0,2.0
UZN_7142,НГДУ-2,ЦДНГ-12,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7143,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7144,НГДУ-2,ЦДНГ-9,ГУ-51,ЗУ-51,Нефтяная,Бездействие,Обводнение,ШГН,10.000000,40.0,90.0,3.0
UZN_7145,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7146,НГДУ-2,ЦДНГ-12,ГУ-9,ЗУ-9а,Нефтяная,В работе,,ШГН,7.000000,15.0,90.0,1.0
UZN_7147,НГДУ-2,ЦДНГ-12,ГУ-34,ЗУ-34б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7148,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7149,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7150,НГДУ-1,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7151,НГДУ-2,ЦДНГ-12,ГУ-34,ЗУ-34в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,6.000000,20.0,95.0,1.0
UZN_7152,НГДУ-4,,,,Нагнетательная,В работе,,Отсутствует,,35.0,95.0,1.0
UZN_7153,НГДУ-4,ЦДНГ-6,ГУ-23,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,4.000000,0.0,,0.0
UZN_7154,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,60.0,98.0,1.0
UZN_7155,НГДУ-1,ЦДНГ-8,ГУ-93,ЗУ-93E,Нефтяная,В работе,,ШГН,11.000000,20.0,75.0,4.0
UZN_7156,НГДУ-4,ЦДНГ-6,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7157,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7158,НГДУ-4,ЦДНГ-6,ГУ-20,ЗУ-20в,Нефтяная,В работе,,ШГН,6.000000,50.0,95.0,2.0
UZN_7159,НГДУ-4,ЦДНГ-6,ГУ-20,ЗУ-20в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,5.000000,30.0,90.0,3.0
UZN_7160,НГДУ-1,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7161,НГДУ-4,ЦДНГ-6,ГУ-20,ЗУ-20в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,14.000000,20.0,99.0,0.0
UZN_7162,НГДУ-4,ЦДНГ-6,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7163,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21б,Нефтяная,В ожидании ликвидации,ПРС,ШГН,10.000000,70.0,99.0,1.0
UZN_7164,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,50.0,99.0,0.0
UZN_7165,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7166,НГДУ-3,ЦДНГ-1,,ЗУ-1ж,Нефтяная,В простое,ОПРС,ШГН,8.000000,40.0,92.0,3.0
UZN_7167,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7168,НГДУ-3,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7169,НГДУ-2,ЦДНГ-12,ГУ-9,ЗУ-9а,Нефтяная,В работе,,УЭЦН,8.000000,85.0,90.0,7.0
UZN_7170,НГДУ-3,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7171,НГДУ-2,ЦДНГ-3,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7172,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,5.0,75.0,1.0
UZN_7173,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7174,НГДУ-4,ЦДНГ-6,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7175,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,20.0,75.0,4.0
UZN_7176,НГДУ-4,ЦДНГ-6,ГУ-10,ЗУ-10а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,13.000000,100.0,99.0,1.0
UZN_7177,НГДУ-4,ЦДНГ-6,ГУ-10,ЗУ-10а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,14.000000,50.0,90.0,4.0
UZN_7178,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7179,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21а,Нефтяная,В работе,,ШГН,8.000000,45.0,75.0,9.0
UZN_7180,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,В работе,,ШГН,1.000000,15.0,90.0,1.0
UZN_7181,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,30.0,94.0,2.0
UZN_7182,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,Ликвидированная,Технические причины,Отсутствует,4.000000,50.0,96.0,2.0
UZN_7183,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,Ликвидированная,Технические причины,Отсутствует,6.000000,80.0,85.0,10.0
UZN_7184,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7185,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7186,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,Ликвидированная,Технические причины,Отсутствует,10.000000,35.0,97.0,1.0
UZN_7187,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,5.0,40.0,3.0
UZN_7188,НГДУ-2,ЦДНГ-9,,,Нефтяная,Ликвидированная,,Отсутствует,12.000000,,,
UZN_7189,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46,Нефтяная,Ликвидированная,Технические причины,Отсутствует,7.000000,,,
UZN_7190,НГДУ-2,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7191,НГДУ-2,,,,Нагнетательная,В работе,,Отсутствует,,,,
UZN_7192,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,Ликвидированная,Геологические причины,Отсутствует,11.000000,20.0,95.0,1.0
UZN_7193,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,Бездействие,Перекрыты интервал перфорации,ШГН,12.000000,15.0,90.0,1.0
UZN_7194,НГДУ-2,ЦДНГ-9,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7195,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,3.000000,40.0,98.0,1.0
UZN_7196,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,В работе,,ШГН,1.000000,40.0,85.0,5.0
UZN_7197,НГДУ-2,ЦДНГ-9,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7198,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,6.000000,20.0,92.0,1.0
UZN_7199,НГДУ-2,ЦДНГ-9,ГУ-46,ЗУ-46б,Нефтяная,Ликвидированная,Технические причины,Отсутствует,2.000000,50.0,90.0,4.0
UZN_7200,НГДУ-1,ЦДНГ-11,ГУ-84,,Нефтяная,В работе,,ШГН,9.000000,55.0,80.0,9.0
UZN_7201,НГДУ-4,,,,Нагнетательная,Ликвидированная,Геологические причины,Отсутствует,7.000000,20.0,80.0,3.0
UZN_7202,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21а,Нефтяная,Ликвидированная,,ШГН,4.000000,30.0,99.0,0.0
UZN_7203,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21а,Нефтяная,В ожидании ликвидации,,ШГН,2.000000,50.0,95.0,2.0
UZN_7204,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21,Нефтяная,Ликвидированная,Технические причины,Отсутствует,12.000000,50.0,98.0,1.0
UZN_7205,НГДУ-4,ЦДНГ-6,ГУ-21,ЗУ-21б,Нефтяная,В простое,ПРС,ШГН,1.000000,30.0,85.0,4.0
UZN_7206,НГДУ-4,,,,Нагнетательная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7207,НГДУ-4,ЦДНГ-6,,,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7208,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107в,Нефтяная,Ликвидированная,Технические причины,Отсутствует,,,,
UZN_7209,НГДУ-4,ЦДНГ-6,ГУ-107,ЗУ-107а,Нефтяная,Ликвидированная,Технические причины,Отсутствует,9.000000,45.0,98.0,1.0
UZN_7210,НГДУ-2,ЦДНГ-3,ГУ-43,ЗУ-43,Нефтяная,В работе,,ШГН,12.000000,30.0,80.0,5.0
